A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(n)_MeV
144,Pr,59,13106.8574,2.7619,15304.5802,6.6541,1136.5553,2.7563,665.5283,3.5726,-9868.0918,7.7814,-4819.5959,2.4006,85,1.4406779661016949,9,3,0,,5753.7066,26,5.7537066
122,Pr,59,,,1788.0,583.0,2415.0,583.0,,,10122.0,583.0,,,63,1.0677966101694916,9,13,0,,11300.0,4,11.3
201,Pt,78,12494.6419,50.1488,18048.0,206.0,-1086.0,206.0,3921.8237,50.0989,-12480.0,304.0,-4571.9299,56.7804,123,1.5769230769230769,-4,-3,0,,5212.8457,45,5.2128457
95,Ag,47,29649.0,566.0,5472.0,400.0,-3761.0,499.0,,,5713.0,400.0,-27537.0,640.0,48,1.0212765957446808,-3,-2,0,,15575.0,1,15.575
152,Sm,62,13854.2778,0.612,15660.9682,0.6425,220.1726,1.9325,-55.6737,0.1754,-11108.7649,0.6496,-8181.1972,0.6849,90,1.4516129032258065,12,8,0,,8257.8154,28,8.2578154
195,Os,76,12259.8315,55.9378,17900.0,208.0,-760.3359,69.8621,3282.2821,55.8919,-12391.0,305.0,-5051.138,55.9055,119,1.5657894736842106,-6,-7,0,,5147.738,43,5.147738
24,Mg,12,29676.2279,0.1597,20486.8045,0.0219,-9316.5618,0.013,-24678.7638,19.4721,-16068.5042,0.1052,-28752.9673,0.3449,12,1.0,4,4,0,,16531.2216,0,16.531221600000002
181,Au,79,19025.2042,23.1479,4367.3627,22.2375,5751.3689,2.9298,-15072.3906,21.952,2817.419,29.4992,-15691.9446,23.6417,102,1.2911392405063291,-3,20,0,,10316.8116,23,10.316811600000001
117,Cs,55,22936.0,120.0,4733.2381,68.7667,2201.5,62.9221,-20222.0,210.0,3638.582,97.5993,-20185.0,210.0,62,1.1272727272727272,5,12,0,,12522.0,7,12.522
46,Ar,18,13240.6307,2.8161,35144.9609,5.7126,-14558.4231,3.6376,13368.3548,3.2269,-33720.0,300.0,-1226.9295,2.3864,28,1.5555555555555556,-2,0,1,,8071.7717,10,8.071771700000001
82,Zr,40,24997.0,300.0,7880.538,3.8087,-2865.0297,7.6183,-23244.0,400.0,625.0999,3.5061,-25325.0,400.0,42,1.05,-10,-8,0,,14160.963,2,14.160962999999999
135,Xe,54,14912.4179,4.3838,18054.174,4.2103,-3627.2591,3.669,1437.29,3.6666,-11168.5835,4.5826,-7593.5175,3.6685,81,1.5,4,-1,0,,6358.8484,27,6.3588484
93,Pd,46,28955.0,562.0,5319.919,370.016,-3037.3015,370.8011,,,8030.4301,370.0193,-29523.0,545.0,47,1.0217391304347827,-4,-3,0,,12274.0324,1,12.2740324
167,Os,76,20895.0,216.0,2215.4863,84.8934,5984.6624,55.9458,-19745.0,317.0,8099.6396,81.4437,-21265.0,216.0,91,1.1973684210526316,-6,9,0,,9138.6522,15,9.138652200000001
222,Np,93,15343.0173,48.9029,3581.6983,40.7725,10200.157,33.6067,,,3610.733,70.525,-12726.0,302.0,129,1.3870967741935485,11,3,0,,6707.0,36,6.707
46,Mn,25,36021.0,312.0,3187.611,86.933,-7223.0,214.0,,,12179.7225,86.6332,-34897.0,296.0,21,0.84,-3,1,0,,15509.0,-4,15.509
177,Pt,78,19804.3883,23.8973,3843.0182,19.0576,5642.8977,2.734,-16594.6138,86.0373,5471.7768,18.5569,-18920.7878,36.4123,99,1.2692307692307692,-4,17,0,,8507.8361,21,8.5078361
45,K,19,16182.8853,0.6634,27034.0751,61.8607,-11733.3678,68.7255,4456.6778,0.8439,-23425.6411,85.568,-3218.2318,0.6145,26,1.368421052631579,-1,-2,0,,8905.4638,7,8.9054638
179,Tm,69,10474.0,447.0,20199.0,640.0,-1026.0,565.0,7159.0,400.0,-17059.0,640.0,-295.0,400.0,110,1.5942028985507246,-13,-16,0,,5731.0,41,5.731
222,Po,84,8919.8309,43.7901,16222.0,402.0,4432.0,303.0,6114.3107,40.1014,,,-2367.7797,42.4214,138,1.6428571428571428,2,12,0,,5358.8072,54,5.3588072
74,Zn,30,13753.8618,3.3039,26108.5941,3.3659,-8967.7678,3.3047,7665.7307,2.5151,-22937.5321,3.4924,-4128.6948,3.0227,44,1.4666666666666666,2,-6,0,,8234.6277,14,8.234627699999999
179,Hf,72,13724.9271,0.1924,14054.5739,1.433,1807.6045,1.4159,-1167.7894,14.514,-8074.8681,6.7381,-7936.0,52.0,107,1.4861111111111112,-10,-19,0,,6098.9886,35,6.098988599999999
6,He,2,975.4569,0.0532,,,,,-782.9387,5.448,,,-2158.1098,50.0,4,2.0,0,2,1,,1710.4569,2,1.7104568999999998
272,Ds,110,14742.0,426.0,3607.0,491.0,10690.0,300.0,,,1103.0,506.0,,,162,1.4727272727272727,-16,36,0,,7941.0,52,7.941
163,Yb,70,17602.2663,21.1452,8670.5219,17.4578,2842.3261,15.5038,-10024.558,29.804,-248.6388,15.1115,-14533.4372,76.541,93,1.3285714285714285,-12,11,0,,7544.033,23,7.544033000000001
146,Ho,67,22771.3425,10.7348,3447.9814,28.7106,2896.3793,700.5885,-20183.0,200.0,7872.4948,111.0911,-20069.0,200.0,79,1.1791044776119404,-15,-3,0,,10189.4318,12,10.1894318
80,Se,34,16876.1718,0.9561,20475.3711,3.6601,-6971.505,0.9469,133.9677,1.1012,-15521.2787,37.1697,-9762.7379,0.3369,46,1.3529411764705883,6,-4,0,,9913.3395,12,9.9133395
247,Md,101,15532.0,332.0,4957.0,265.0,8764.3999,10.0,,,828.0,226.0,,,146,1.4455445544554455,19,20,0,,8251.0,45,8.251
20,Na,11,34330.1395,93.8878,8600.5661,1.2019,-6249.6092,5.4776,,,1048.9626,1.109,-33059.2235,60.0113,9,0.8181818181818182,3,1,0,,14150.214,-2,14.150214
25,N,7,-3120.0,656.0,,,-24825.0,752.0,44649.0,512.0,,,29411.0,529.0,18,2.5714285714285716,-1,-2,0,,-973.0,11,-0.973
194,Ir,77,13838.7816,0.2281,15520.8904,70.8061,626.3225,4.5946,-319.8266,2.4566,-9589.1062,39.1454,-6123.4174,0.3193,117,1.5194805194805194,-5,-9,0,,6066.7897,40,6.0667897
270,Hs,108,13998.0,389.0,6265.0,531.0,9069.8978,37.7008,-9570.0,251.0,-1869.0,444.0,-12259.0,398.0,162,1.5,-18,36,0,,7453.0,54,7.453
172,Er,68,12517.7007,3.7695,17351.0,200.0,-349.0963,140.0507,2772.878,3.9619,-13761.0,200.0,-5343.6251,3.8834,104,1.5294117647058822,-14,22,0,,6836.0741,36,6.836074099999999
150,Ho,67,20097.3616,85.0232,5986.8871,18.8648,3392.8365,46.9677,-15455.0,196.0,2253.7767,14.5891,-16275.589,31.3311,83,1.2388059701492538,-15,1,0,,8371.3562,16,8.371356200000001
189,Po,84,20388.4396,39.3843,1012.9826,22.639,7694.2999,15.0,,,9100.0577,24.2678,,,105,1.25,2,-21,0,,8948.936,21,8.948936
207,At,85,16385.5989,17.2679,6739.8546,13.3029,5872.4955,3.0592,-10378.4611,21.4976,-488.2522,14.5612,-12165.8816,15.0879,122,1.4352941176470588,3,-4,0,,8859.4119,37,8.8594119
152,Dy,66,16950.9811,5.9807,8931.8543,7.4427,3726.5401,4.3548,-9617.7448,9.9275,-3218.014,5.2966,-14566.5352,9.3787,86,1.303030303030303,16,4,0,,9436.8931,20,9.436893099999999
186,Os,76,14890.1025,0.888,11872.5211,0.8663,2821.1964,0.8748,-5135.5844,21.7587,-6901.1316,0.8671,-10735.7921,27.9552,110,1.4473684210526316,-6,-16,0,,8265.4416,34,8.2654416
148,Tb,65,18915.9388,46.5538,7997.2859,13.8197,2657.3119,16.4752,-12545.7805,84.7558,-281.3067,12.7053,-14412.2179,15.2854,83,1.2769230769230768,15,1,0,,7865.5913,18,7.8655913
136,La,57,16961.465,56.7833,13724.2645,53.171,-1309.7104,53.1811,-4697.0669,54.3908,-5744.5022,53.1722,-9492.4982,54.153,79,1.3859649122807018,7,-3,0,,7465.3482,22,7.4653482
59,Cr,24,11733.5823,1.98,28292.0246,205.8803,-8708.378,28.8841,12549.0267,0.7476,-24487.2334,183.3409,-359.6806,2.7834,35,1.4583333333333333,4,7,0,,4195.4413,11,4.195441300000001
148,La,57,9630.2043,19.5401,21976.3037,19.6821,-1862.2958,28.0055,9826.7106,24.6019,-18077.6404,21.1966,1233.8418,21.2752,91,1.5964912280701755,7,9,0,,4101.6628,34,4.1016628
171,Tb,65,9432.0,500.0,22688.0,640.0,-2425.0,565.0,10748.0,721.0,-20199.0,640.0,1869.0,447.0,106,1.6307692307692307,15,-20,0,,5132.0,41,5.132
113,Ag,47,14954.0139,16.7046,19300.896,17.998,-4452.4897,17.1249,2340.2986,16.6431,-14584.744,47.1221,-4523.2856,16.6424,66,1.4042553191489362,-3,16,0,,8514.4139,19,8.5144139
268,Db,105,11823.0,600.0,9181.0,755.0,8260.0,300.0,-3647.0,652.0,,,-6818.0,590.0,163,1.5523809523809524,-21,37,0,,5026.0,58,5.026
91,Y,39,14782.7549,1.8735,19216.8644,5.7281,-4178.4353,1.8426,286.7066,3.4552,-14274.7192,6.7102,-5650.0918,1.846,52,1.3333333333333333,11,2,0,,7925.7267,13,7.9257267
103,Zr,40,10790.6428,12.4281,27062.0212,12.5287,-7715.3826,10.3675,13145.3379,13.0416,-22938.6533,67.6987,417.9533,9.5566,63,1.575,-10,13,0,,4298.8847,23,4.2988846999999994
168,Re,75,20100.1902,93.4692,4275.0512,41.6032,5062.9999,13.0,-17128.6589,63.2358,5267.2041,41.6032,-17367.3469,86.5647,93,1.24,-7,11,0,,9032.0,18,9.032
51,V,23,20383.5847,0.8228,20218.6003,2.2691,-10291.1787,1.9303,-3959.88,0.2985,-14954.9559,2.5172,-10013.0593,0.0711,28,1.2173913043478262,3,0,1,,11051.1834,5,11.0511834
89,Sr,38,17471.5862,0.0921,20077.4377,0.2629,-7153.6017,2.0021,-1331.0527,2.781,-13806.7021,2.6098,-9981.3158,1.5028,51,1.3421052631578947,10,1,0,,6358.7158,13,6.3587158
190,Bi,83,19543.7414,23.7664,2837.4449,36.5254,6862.1185,3.046,,,6731.2288,22.5805,-17245.228,30.4381,107,1.2891566265060241,1,-19,0,,8602.5599,24,8.602559900000001
56,V,23,12427.7694,176.2393,26323.4091,176.4386,-8084.756,175.9113,10728.2654,175.8847,-22630.2638,186.629,855.6051,175.8846,33,1.434782608695652,3,5,0,,5129.5826,10,5.1295826
158,Hf,72,20425.5211,150.7586,3414.804,19.8129,5404.7775,2.718,-18410.0,300.0,4028.5416,20.5968,-20577.7699,151.0686,86,1.1944444444444444,-10,4,0,,11319.0,14,11.319
188,Po,84,20788.5444,27.072,441.4225,22.7919,8082.2927,15.3267,,,7153.6064,20.6071,,,104,1.2380952380952381,2,22,0,,11439.5036,20,11.4395036
138,Ce,58,17199.9529,0.4977,13256.7296,0.4501,-1040.7803,0.4615,-5548.6847,11.6135,-7133.4368,0.4454,-12435.371,8.1464,80,1.3793103448275863,8,-2,0,,9718.4194,22,9.7184194
192,Ta,73,10523.0,447.0,,,-1705.0,565.0,8489.0,406.0,,,5.0,402.0,119,1.63013698630137,-9,-7,0,,4652.0,46,4.652
125,Te,52,15993.4523,0.0995,15785.0534,2.4184,-2250.0837,1.3946,-1822.4332,0.4217,-8079.2896,0.3897,-9728.5572,1.8596,73,1.4038461538461537,2,-9,0,,6568.9703,21,6.5689703
108,Cd,48,18262.9059,1.5743,13922.8219,1.5757,-2282.2156,1.7455,-7182.4738,5.4889,-8168.7398,1.6443,-13757.0738,9.7188,60,1.25,-2,10,0,,10333.4152,12,10.3334152
137,Sb,51,6512.6963,52.2304,27528.0,304.0,-4795.0,207.0,16295.8761,52.833,-26379.0,304.0,6293.5687,52.2135,86,1.6862745098039216,1,4,0,,3624.8209,35,3.6248209
249,Fm,100,14296.0,181.0,7168.1918,15.6156,7709.0754,5.929,-8267.0,280.0,-1007.7794,7.933,-11500.0,184.0,149,1.49,18,23,0,,6449.9683,49,6.4499683
154,Hf,72,,,1037.0,335.0,3675.0,424.0,,,7141.0,361.0,,,82,1.1388888888888888,-10,0,1,,13501.0,10,13.501
165,Hf,72,18508.8285,37.9611,6919.5765,31.7657,3773.8196,31.764,-12774.1964,38.0035,2087.6871,31.7666,-16424.0257,39.5199,93,1.2916666666666667,-10,11,0,,7888.4745,21,7.8884745
82,As,33,14033.4624,5.0016,25459.695,4.714,-8826.2579,3.8735,7393.2492,3.8534,-19766.4368,4.951,-1787.7264,3.8549,49,1.4848484848484849,5,-1,0,,5643.4314,16,5.643431400000001
156,Ho,67,17041.6606,39.2779,9959.6383,59.3919,2753.9849,55.4572,-8703.9859,40.9883,-1576.9346,39.6385,-11400.5489,38.8834,89,1.328358208955224,-15,7,0,,7569.9221,22,7.569922099999999
263,Bh,107,14726.0,354.0,4390.0,325.0,10080.0,300.0,,,954.0,337.0,,,156,1.4579439252336448,-19,30,0,,7827.0,49,7.827
111,In,49,18045.1602,2.7002,14250.5613,3.6368,-2410.2661,4.1708,-7555.3032,9.4885,-8223.7147,3.6366,-10621.3753,14.1962,62,1.2653061224489797,-1,12,0,,9993.3984,13,9.9933984
190,Au,79,16604.8614,4.379,9066.5266,10.0338,3913.8945,16.8811,-8467.3042,8.029,-1672.8588,13.0397,-11278.4799,31.7404,111,1.4050632911392404,-3,-15,0,,7322.8999,32,7.3228999
234,Np,93,13547.0,100.0,10569.6852,11.2642,5356.3467,8.8129,-4507.0,160.0,-4823.5758,8.3613,-8168.348,54.8204,141,1.5161290322580645,11,15,0,,6065.0433,48,6.0650433
167,Pt,78,22578.0,504.0,-415.0,366.0,7158.0892,61.5773,,,11389.0,307.0,,,89,1.141025641025641,-4,7,0,,10042.0,11,10.042
229,At,85,8683.0,500.0,,,,,9221.0,400.0,,,1575.0,400.0,144,1.6941176470588235,3,18,0,,5062.0,59,5.062
98,Rb,37,9157.4377,16.4283,30737.0,300.0,-9144.0,201.0,17919.5952,17.9263,-27658.0,400.0,6140.2035,16.4348,61,1.6486486486486487,9,11,0,,3921.326,24,3.921326
150,Cs,55,7402.0,400.0,,,-5055.0,500.0,18141.0,400.0,,,6589.0,400.0,95,1.7272727272727273,5,13,0,,2942.0,40,2.942
66,Se,34,30943.0,539.0,1923.0,200.0,-1945.0,244.0,,,7529.0,200.0,-33241.0,539.0,32,0.9411764705882353,6,4,0,,16712.0,-2,16.712
116,Nb,41,6413.0,583.0,,,,,25983.0,423.0,,,11248.0,500.0,75,1.829268292682927,-9,-7,0,,2422.0,34,2.422
266,Hs,108,14566.1268,39.5982,4221.0,284.0,10345.6864,15.5994,,,1057.0,142.0,-13556.0,439.0,158,1.462962962962963,-18,32,0,,7831.8882,50,7.831888200000001
273,Sg,106,10840.0,713.0,,,,,-1847.0,547.0,,,-6939.0,665.0,167,1.5754716981132075,-20,41,0,,4672.0,61,4.672
164,W,74,20378.9745,20.1306,3645.0714,13.1616,5278.2763,2.0079,-17810.8318,150.2144,3744.7942,27.4536,-20304.6203,20.9038,90,1.2162162162162162,-8,8,0,,11398.4345,16,11.398434499999999
221,Fr,87,11482.3241,8.2926,11696.7123,5.5463,6457.737,1.4043,-1253.7974,57.1008,-8387.4685,14.8021,-5066.1583,8.9809,134,1.5402298850574712,5,8,0,,6276.3989,47,6.2763989
143,Ba,56,10347.3492,8.5984,20317.8386,7.3474,-717.5349,7.0878,7669.1731,7.1841,-15996.5278,7.2762,-1984.5731,9.2282,87,1.5535714285714286,6,5,0,,4166.2663,31,4.1662663
280,Hs,108,10943.0,671.0,,,,,-1901.0,958.0,,,-7237.0,900.0,172,1.5925925925925926,-18,46,0,,6152.0,64,6.152
25,F,9,8093.7327,102.0362,39964.2043,431.4857,-16322.6644,165.1362,20691.9805,96.4499,-42893.0,412.0,9214.4912,96.4438,16,1.7777777777777777,1,-4,0,,4281.6671,7,4.2816671
18,O,8,12188.4503,0.0011,29054.8916,3.5777,-6227.6255,0.0038,-6100.4337,0.3634,-29103.6669,17.3649,-10805.8357,0.2479,10,1.25,0,2,1,,8045.3702,2,8.0453702
159,Hf,72,20140.0,201.0,4010.6361,20.0397,5225.092,2.6686,-17419.0,300.0,5868.0434,18.6077,-19806.0,201.0,87,1.2083333333333333,-10,5,0,,8821.5247,15,8.8215247
75,Zn,30,13108.1415,2.7013,27028.699,3.1141,-9577.5964,2.9715,9298.0567,1.9568,-21148.0,200.0,-2580.6081,3.5764,45,1.5,2,-5,0,,4873.5139,15,4.8735139
115,I,53,21360.9243,29.9669,6498.7812,33.6071,2074.0261,30.2018,-16638.0,106.0,869.8406,34.997,-17323.224,30.9643,62,1.169811320754717,3,12,0,,11770.188,9,11.770188000000001
147,Ho,67,22779.624,8.9743,3935.3503,111.0083,2237.1755,51.4756,-19782.694,8.4719,4717.572,45.1382,-19506.3996,8.3641,80,1.1940298507462686,-15,-2,0,,12590.1922,13,12.590192199999999
274,Bh,107,11168.0,785.0,,,8939.9999,60.0,-3487.0,690.0,,,-6077.0,688.0,167,1.560747663551402,-19,41,0,,4993.0,60,4.993
199,Os,76,11333.0,283.0,19978.0,447.0,-1955.0,361.0,7118.0,200.0,,,-2631.0,283.0,123,1.618421052631579,-6,-3,0,,4741.0,47,4.741
216,Bi,83,9067.8685,15.8299,15169.0,196.0,5000.0,200.0,3617.3097,11.7356,-11445.0,300.0,-1655.5596,11.3773,133,1.6024096385542168,1,7,0,,3826.6022,50,3.8266022
119,Cd,48,13701.1777,37.709,22130.9911,38.3827,-5976.0325,40.0516,6088.046,37.7021,-15877.5519,37.7748,-4820.08,38.3596,71,1.4791666666666667,-2,-11,0,,5346.6077,23,5.3466077
148,Cs,55,7743.2056,13.358,25949.0,300.0,-4006.0,400.0,15797.7921,23.4324,-23000.0,300.0,5281.7677,23.6651,93,1.690909090909091,5,11,0,,3062.1954,38,3.0621954000000002
116,Mo,42,7673.0,583.0,,,-11215.0,860.0,22859.0,500.0,,,6515.0,537.0,74,1.7619047619047619,-8,-8,0,,4732.0,32,4.732
264,Bh,107,14437.0,200.0,4873.0,228.0,9860.0,151.0,,,1559.0,244.0,-11791.0,265.0,157,1.4672897196261683,-19,31,0,,6610.0,50,6.61
188,Os,76,14279.9057,0.5317,13206.6412,1.1279,2143.2356,0.8641,-3316.3317,5.3064,-8522.2287,1.1277,-9659.2427,27.9545,112,1.4736842105263157,-6,-14,0,,7989.6042,36,7.9896042
47,Fe,26,37680.0,575.0,2193.0,501.0,-7584.0,539.0,,,15053.0,500.0,,,21,0.8076923076923077,-2,1,0,,16411.0,-5,16.411
151,Pr,59,11882.9444,15.2712,21137.7029,200.6009,-2526.2001,15.8262,6606.5788,12.5052,-17757.5052,11.9182,-1171.0482,11.6787,92,1.5593220338983051,9,10,0,,6550.4904,33,6.550490399999999
44,K,19,16902.1032,0.4324,25527.6701,59.6171,-10648.5952,32.0682,2034.5372,1.8049,-18910.9583,61.8599,-5443.9432,0.4769,25,1.3157894736842106,-1,-3,0,,7277.4215,6,7.2774215
195,Hg,80,16093.8129,27.8436,11111.607,23.1785,2260.0784,23.5038,-7275.3024,23.6932,-3542.2115,23.1438,-12147.1623,27.0327,115,1.4375,-2,-11,0,,6900.7081,35,6.9007081
199,Pb,82,16628.9856,8.3433,9269.4458,7.5372,3356.6915,24.126,-9992.9056,8.718,-1566.3902,6.8365,-13929.2016,28.402,117,1.4268292682926829,0,-9,1,,7235.61,35,7.235609999999999
178,Au,79,19924.6981,34.7306,2999.0484,13.0522,6057.9921,4.5751,-17690.0,103.0,6455.4246,22.2586,-17598.5242,85.3392,99,1.2531645569620253,-3,17,0,,8828.6107,20,8.828610699999999
133,Te,52,13868.7475,2.067,20250.4962,4.169,-4771.4519,17.3931,4706.4502,3.1668,-13679.5504,2.8587,-5304.9493,4.5603,81,1.5576923076923077,2,-1,0,,5820.2539,29,5.8202539
103,Sr,38,8098.0,200.0,33278.0,539.0,-11305.0,447.0,20529.0,200.0,,,5821.0,200.0,65,1.7105263157894737,10,15,0,,3192.0,27,3.192
257,No,102,12707.5056,15.3528,8131.3431,7.2399,8476.5999,6.0,-5619.3243,12.4077,-2526.7032,6.8603,-9570.8568,83.1342,155,1.5196078431372548,20,29,0,,5647.2996,53,5.6472996
153,Pm,61,13404.3793,10.1371,18446.264,14.7549,-2033.546,13.4026,2719.4632,9.103,-14178.9043,20.6336,-3956.3441,9.0819,92,1.5081967213114753,11,10,0,,7464.8529,31,7.4648528999999995
196,Ir,77,13046.3815,38.432,16753.0,204.0,-271.6095,80.5444,1703.196,38.525,-11164.0,302.0,-4712.9614,38.4113,119,1.5454545454545454,-5,-7,0,,5814.5215,42,5.8145215
179,Os,76,17206.3256,21.3035,7896.3487,31.9582,4187.747,31.9582,-10752.0101,17.4326,97.9572,21.7117,-14837.1417,24.3851,103,1.355263157894737,-6,21,0,,7547.2123,27,7.5472123
280,Cn,112,13330.0,729.0,5175.0,775.0,10690.0,200.0,,,-659.0,840.0,-11877.0,837.0,168,1.5,-14,42,0,,7438.0,56,7.438
117,Sn,50,16506.5328,0.4831,16891.2048,0.8098,-3779.3719,0.5399,-5302.2421,13.4618,-8974.2246,0.4916,-11647.0407,5.1764,67,1.34,0,-15,1,,6943.0816,17,6.9430816
43,Cl,17,12994.955,92.4629,33757.6851,135.1501,-13809.7908,128.5119,12415.8838,61.8599,-32540.3238,113.3722,2191.8495,62.1275,26,1.5294117647058822,-3,-2,0,,7399.0588,9,7.3990588
134,Sb,51,10526.3585,3.9414,26185.3925,60.1112,-6537.3901,3.5569,10024.4358,5.7478,-23618.0,200.0,846.8108,3.7037,83,1.6274509803921569,1,1,0,,3166.8089,32,3.1668089
212,At,85,12798.6857,7.8944,8414.1862,1.9566,7817.0863,0.6116,-5112.1506,9.0894,-4058.0038,5.7944,-7944.1372,7.0039,127,1.4941176470588236,3,1,0,,5052.2757,42,5.0522757
160,Gd,64,13394.7265,0.7298,17268.153,4.9114,-1006.2406,8.5036,1730.3653,1.1038,-13023.1816,6.0385,-6480.7964,1.0184,96,1.5,14,14,0,,7451.5206,32,7.4515206
169,W,74,18967.2905,24.2498,6028.0471,31.9246,4292.7302,31.9246,-14194.8821,30.1851,3153.7199,31.9246,-17194.2954,34.47,95,1.2837837837837838,-8,13,0,,8096.2543,21,8.0962543
137,Cs,55,15106.4519,0.3426,17344.5347,2.08,-3113.3863,5.9096,595.093,1.6322,-14289.5187,14.1913,-5730.0112,0.1854,82,1.490909090909091,5,0,1,,8278.2353,27,8.2782353
153,Nd,60,12529.8323,2.9689,20683.2637,17.9103,-3085.3749,10.6083,5229.6795,2.9296,-15639.0,200.0,-4147.2293,26.0491,93,1.55,10,11,0,,5252.0343,33,5.2520343
38,P,15,10513.1562,73.7557,35149.8912,166.1915,-14048.8619,72.611,15176.5512,72.5806,-31720.1002,194.3087,4203.5431,72.5808,23,1.5333333333333334,-5,3,0,,3696.8704,8,3.6968704
203,Fr,87,18854.7966,11.0126,2912.0882,10.2867,7274.8739,3.5745,,,4182.5478,28.2962,-16269.8055,16.2592,116,1.3333333333333333,5,-10,0,,10296.4435,29,10.296443499999999
159,Pr,59,8477.0,400.0,26278.0,500.0,-5264.0,565.0,15785.0,400.0,,,4994.0,400.0,100,1.694915254237288,9,18,0,,4691.0,41,4.691
72,As,33,20038.4711,4.3156,13897.6002,4.2561,-3568.6697,4.3265,-9168.0578,4.2098,-5379.6526,4.1629,-13154.6115,4.9479,39,1.1818181818181819,5,11,0,,8407.8695,6,8.4078695
87,Ru,44,31242.0,640.0,2798.0,400.0,-1815.0,566.0,,,11092.0,400.0,,,43,0.9772727272727273,-6,-7,0,,14031.0,-1,14.031
174,Au,79,20883.0,116.0,1257.0,107.0,6699.2937,7.2378,,,8921.0,102.0,-19468.0,225.0,95,1.2025316455696202,-3,13,0,,9298.0,16,9.298
158,Eu,63,13330.2533,4.0746,17681.5561,2.354,-1428.775,25.1034,2200.422,2.3953,-12262.3165,7.2945,-4517.8838,2.2549,95,1.507936507936508,13,13,0,,5882.6452,32,5.8826452
26,O,8,-18.0001,5.0,,,-21375.0782,284.247,34179.927,165.9765,,,15255.5557,191.0752,18,2.25,0,-2,1,,739.3077,10,0.7393076999999999
151,Er,68,20667.3055,32.4371,5150.2421,18.8567,3504.841,18.6966,-16723.9383,300.9433,3754.3569,17.0266,-19847.0,196.0,83,1.2205882352941178,-14,1,0,,8506.2854,15,8.506285400000001
146,Pm,61,14180.88,4.8688,13281.7143,4.7616,1907.0907,4.3238,-2336.7573,6.5908,-7117.341,8.1535,-6874.2711,4.1393,85,1.3934426229508197,11,3,0,,6258.1722,24,6.2581722
131,Cs,55,16699.1602,4.5566,14126.3401,3.1584,-1497.2732,3.6252,-4286.3094,27.9454,-8408.3571,3.1586,-8870.1158,0.3374,76,1.3818181818181818,5,-6,0,,9227.1376,21,9.2271376
43,S,16,9329.5167,6.4422,39974.0,300.0,-16940.7282,135.6235,19814.3502,7.2729,-36324.0,300.0,4564.9912,59.8225,27,1.6875,-4,-1,0,,2629.0309,11,2.6290309
69,Se,34,25997.0563,67.0841,8338.9384,4.569,-2381.4068,2.6279,-24294.0,300.0,3255.1135,2.3961,-25715.0,259.0,35,1.0294117647058822,6,7,0,,10316.5835,1,10.3165835
164,Re,75,21162.0,208.0,2268.9787,83.5819,5926.3426,5.0993,-19989.0,321.0,7773.2215,66.5198,-19207.0,305.0,89,1.1866666666666668,-7,7,0,,9541.5065,14,9.541506499999999
201,Au,79,13449.5894,3.2405,16580.1135,41.1782,-561.4987,20.3629,780.073,14.5223,-12120.0,196.0,-4968.7562,3.1957,122,1.5443037974683544,-3,-4,0,,7231.9299,43,7.2319299
62,Co,27,15916.5979,18.5733,23034.3955,18.7198,-8021.7469,18.7698,1363.1439,18.5756,-16971.2407,18.7198,-5273.6884,18.5721,35,1.2962962962962963,-1,7,0,,6597.5388,8,6.597538800000001
167,Re,75,20317.0,47.0,3564.0,42.0,5276.0,13.0,-17761.0,44.0,3975.0,49.0,-17474.0,44.0,92,1.2266666666666666,-7,10,0,,11068.0,17,11.068
23,C,6,-2385.0,1161.0,,,,,49549.0,1004.0,,,24335.0,1018.0,17,2.8333333333333335,-2,-3,0,,-2488.0,11,-2.488
60,Fe,26,15400.5394,3.3914,23999.3087,4.5262,-8552.9625,3.4347,3060.0691,3.4056,-20586.2145,3.4715,-7254.6543,3.4099,34,1.3076923076923077,-2,6,0,,8819.5347,8,8.8195347
35,Na,11,2091.0,807.0,,,-21436.0,857.0,38055.0,670.0,,,21437.0,670.0,24,2.1818181818181817,3,4,0,,1920.0,13,1.92
75,Cu,29,11625.4106,2.0701,31079.0,300.0,-12525.2049,465.0305,13990.4198,0.9824,-28219.0,400.0,3215.1829,2.6155,46,1.5862068965517242,1,-4,0,,6535.3248,17,6.535324800000001
210,Fr,87,16821.2165,17.7763,5451.5492,16.1068,6670.9639,5.0066,-12107.587,63.6387,2251.2938,14.2318,-13273.0665,14.5968,123,1.4137931034482758,5,-3,0,,7632.682,36,7.632682
224,U,92,14672.7796,54.184,6038.2906,18.2971,8628.2368,6.7512,-9538.0,300.0,-931.6826,17.1326,-12987.2104,84.2557,132,1.434782608695652,10,6,0,,8373.9058,40,8.373905800000001
123,Pd,46,10390.0472,789.4484,30387.0,885.0,-10775.0,845.0,16984.4349,789.4459,-25938.0,935.0,2605.0515,790.3645,77,1.673913043478261,-4,-5,0,,3884.8976,31,3.8848976
179,Ta,73,14785.347,3.0338,12551.4955,0.9002,2383.3065,0.9188,-3773.144,24.6646,-7308.5466,2.094,-8021.7085,15.1385,106,1.452054794520548,-9,-20,0,,7830.0,33,7.83
