1,A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess
,228,Th,90,12569.3858,4.627,11474.6183,1.8998,5520.1511,0.2236,-2449.1013,13.5578,-7695.5354,1.9189,-8130.7892,7.372,138,1.533333333,8,12,4.8,+,7105.1775,48
,228,Pa,91,13252.637,11.9423,9963.5442,5.166,6264.5352,1.4552,-4902#,100#,-4214.8872,4.6037,-8192.7528,9.4496,137,1.505494505,9,11,4.95,,5978.0899,46
,228,U,92,14251.4328,17.3639,8555.5905,14.1363,6799.5044,9.4509,-6887.8081,26.915,-3873.7292,13.6157,-11430.3355,78.1432,136,1.47826087,10,10,5,+,7896.3508,44
,228,Np,93,15134#,143#,6786#,101#,7538#,100#,-9024#,224#,-294#,101#,-11016#,141#,135,1.451612903,11,9,4.95,,6825#,42
,228,Pu,94,15664#,202#,5798.9307,25.7955,7940.2027,17.6755,*,,-226.1957,24.8048,-14143#,202#,134,1.425531915,12,8,4.8,+,8733#,40
,228,Am,95,16263#,361#,4545#,225#,8392#,202#,*,,2982#,215#,*,,133,1.4,13,7,4.55,,7402#,38
0,229,At,85,8683#,500#,*,,*,,9221#,400#,*,,1575#,400#,144,1.694117647,3,18,2.571428571,,5062#,59
,229,Rn,86,9666.0708,19.1994,17496#,401#,2358#,300#,6800.4372,20.211,*,,-2093.1393,14.6758,143,1.662790698,4,17,3.238095238,,3952.3845,57
,229,Fr,87,10156.8278,7.7332,16340#,300#,2944#,300#,4978.3172,13.1015,-13501#,400#,-1343.2588,5.3522,142,1.632183908,5,16,3.80952381,,5787.2858,55
,229,Ra,88,10758.1371,15.563,14901.8139,20.9038,3602.9038,19.0396,2976.4456,15.6269,-9970.4746,23.4714,-4404.0093,15.5821,141,1.602272727,6,15,4.285714286,,4449.5495,53
,229,Ac,89,11302.2148,12.2617,13570.4511,13.4696,4444.4184,17.0248,793.088,12.5458,-9983.2561,13.8547,-4152.2814,12.2433,140,1.573033708,7,14,4.666666667,,6276.0358,51
,229,Th,90,12361.8779,2.8041,12169.8888,2.6906,5167.5578,1.0244,-1625.1027,6.3526,-6643.6481,2.7057,-7409.3997,4.8432,139,1.544444444,8,13,4.952380952,,5256.7004,49
,229,Pa,91,13076.1586,7.7918,10530.6088,2.9642,5834.6274,4.2622,-3904.5293,101.2269,-6286.7768,3.6022,-7394.4707,13.846,138,1.516483516,9,12,5.142857143,,7098.0687,47
,229,U,92,13977.0498,10.2579,9172.0813,6.2283,6475.5112,3.0534,-6184.3039,60.9033,-2849.2507,6.1171,-10686#,100#,137,1.489130435,10,11,5.238095238,,6080.699,45
,229,Np,93,14920.2769,127.1239,7606.9352,101.429,7019.8216,59.4531,-8379.0362,146.7848,-2411.1923,101.2606,-10377.7494,103.8252,136,1.462365591,11,10,5.238095238,,8095#,43
,229,Pu,94,15518#,117#,6228.0519,61.2064,7598.0069,59.8141,*,,885.9519,62.0915,-13526#,209#,135,1.436170213,12,9,5.142857143,,6784.2032,41
,229,Am,95,16142#,227#,4976.5467,131.2872,8137.3999,54.0015,*,,1066#,146#,*,,134,1.410526316,13,8,4.952380952,,8741#,39
0,230,Rn,86,9216#,201#,*,,2196#,448#,7653#,201#,*,,-1570#,200#,144,1.674418605,4,18,3.272727273,+,5264#,58
,230,Fr,87,10040.0888,9.3864,16971#,400#,2402#,300#,5648.3823,17.1333,-12692#,400#,-1146.5122,16.7693,143,1.643678161,5,17,3.863636364,,4252.8029,56
,230,Ra,88,10566.5244,10.4877,15305.1026,20.4573,3344.1964,14.6895,3653.7941,10.367,-12135.0651,16.6156,-4244.9484,15.895,142,1.613636364,6,16,4.363636364,+,6116.9749,54
,230,Ac,89,11198.9038,15.9732,14123.7771,17.2068,3892.9309,17.0169,1664.8432,16.1242,-9118.8382,16.6063,-3818.4489,16.0169,141,1.584269663,7,15,4.772727273,,4922.868,52
,230,Th,90,12051.0239,1.1439,12655.6246,1.7579,4770.0202,1.5149,-752.5051,4.5074,-8988.4221,15.4881,-7105.6545,3.1402,140,1.555555556,8,14,5.090909091,+,6794.3235,50
,230,Pa,91,12892.6919,5.1293,11299.053,3.3912,5439.4263,0.7102,-3063.0724,55.0819,-5805.3642,12.4847,-7108.3949,6.5947,139,1.527472527,9,13,5.318181818,,5794.6232,48
,230,U,92,13747.6201,14.1452,9733.8248,4.6543,5992.4518,0.5038,-5317.153,15.0786,-5259.4714,4.994,-10257.6788,101.2651,138,1.5,10,12,5.454545455,+,7666.9211,46
,230,Np,93,14731#,114#,8264.9255,55.1599,6778.0999,53.8516,-7635#,153#,-1949.2038,55.0981,-10229.6264,81.8508,137,1.47311828,11,11,5.5,,6636.0801,44
,230,Pu,94,15318.2752,27.417,6865.7732,19.6923,7178.4564,9.2888,*,,-1567.4211,15.5446,-13319.562,107.3209,136,1.446808511,12,10,5.454545455,+,8534.072,42
,230,Am,95,16121#,246#,5531#,175#,7630#,100#,*,,1781#,175#,*,,135,1.421052632,13,9,5.318181818,,7380#,40
0,231,Rn,86,8955#,300#,*,,1844#,500#,8333#,300#,*,,-1009#,300#,145,1.686046512,4,19,3.304347826,,3691#,59
,231,Fr,87,9730.3146,9.2079,17387#,400#,2225#,300#,6317.7219,15.1605,*,,-507.049,12.8758,144,1.655172414,5,18,3.913043478,,5477.5117,57
,231,Ra,88,10488.1107,19.1753,15723.8539,17.3014,2905.7377,18.1059,4400.6776,11.4348,-11242#,201#,-3693.2162,19.4944,143,1.625,6,17,4.434782609,,4371.1358,55
,231,Ac,89,11069.7192,17.7962,14483.3425,13.967,3655.4921,14.3128,2338.5152,13.1606,-11012.8866,14.5896,-3170.9767,13.0968,142,1.595505618,7,16,4.869565217,,6146.8512,53
,231,Th,90,11912.3427,2.2135,13324.0943,15.4887,4213.431,1.5514,9.8589,2.4846,-7989.4663,10.3679,-6429.0505,2.8401,141,1.566666667,8,15,5.217391304,,5118.0192,51
,231,Pa,91,12615.1464,2.8486,11843.5404,12.2383,5149.9071,0.8253,-2199.3485,51.156,-7703.0194,15.9341,-6261.997,4.7117,140,1.538461538,9,14,5.47826087,,6820.5232,49
,231,U,92,13547.3043,6.4468,10357.5076,3.2607,5576.2769,1.6641,-4502.6252,22.2097,-4345.5311,2.4869,-9501.9818,55.0663,139,1.510869565,10,13,5.652173913,,5880.3832,47
,231,Np,93,14320.3272,113.3659,8851.1039,51.2319,6368.3999,50.636,-6786#,304#,-3838.8277,51.2307,-9379.8014,53.1403,138,1.483870968,11,12,5.739130435,,7684.2471,45
,231,Pu,94,15228.983,64.5017,7479.9851,22.7919,6838.6275,20.3531,-8961#,301#,-595.411,22.4766,-12635#,145#,137,1.457446809,12,11,5.739130435,,6694.9109,43
,231,Am,95,15913#,318#,5969#,317#,7406#,310#,*,,-116#,305#,*,,136,1.431578947,13,10,5.652173913,,8533#,41
,231,Cm,96,*,,4703#,306#,8075#,316#,*,,3048#,300#,*,,135,1.40625,14,9,5.47826087,,*,39
0,232,Fr,87,9556.5703,15.4278,*,,1768#,400#,6918.4113,19.1127,*,,-214.9718,18.0139,145,1.666666667,5,19,3.958333333,,4079.0586,58
,232,Ra,88,10161.9867,13.7751,16251#,200#,2828.5731,19.9055,5050.2453,9.2607,-13342#,300#,-3337.2158,15.9313,144,1.636363636,6,18,4.5,+,5790.8509,56
,232,Ac,89,10826.5993,20.514,14910.2876,14.5896,3345.286,14.6758,3207.8743,15.1165,-10215.1229,15.1605,-2732.7056,13.0976,143,1.606741573,7,17,4.958333333,,4679.748,54
,232,Th,90,11558.4379,1.063,13647.538,10.3939,4081.5999,1.4,837.2647,2.1539,-10058.7492,11.4583,-6048.9459,1.7035,142,1.577777778,8,16,5.333333333,+,6440.4187,52
,232,Pa,91,12369.6304,8.0327,12469.7796,17.5841,4626.9789,7.8851,-1413#,100#,-7105.2754,15.1165,-5930.721,7.9386,141,1.549450549,9,15,5.625,,5549.1072,50
,232,U,92,13148.2076,4.6552,10831.0086,1.1474,5413.63,0.09,-3751.4694,16.9519,-6495.3364,1.173,-9085.5592,51.1699,140,1.52173913,10,14,5.833333333,+,7267.8244,48
,232,Np,93,14020#,114#,9392#,100#,6011#,100#,-6060#,316#,-3354#,100#,-9020#,102#,139,1.494623656,11,13,5.958333333,,6336#,46
,232,Pu,94,14713.8912,22.166,7832.0442,17.4251,6715.998,10.1758,-7972#,202#,-2734.0081,17.0793,-12120#,300#,138,1.468085106,12,12,6,+,8018.9803,44
,232,Am,95,15595#,332#,6395#,305#,7170#,316#,*,,507#,304#,-11921#,424#,137,1.442105263,13,11,5.958333333,,7062#,42
,232,Cm,96,*,,5177#,202#,7800#,200#,*,,735#,203#,*,,136,1.416666667,14,10,5.833333333,+,9008#,40
0,233,Fr,87,9303.1586,21.0338,*,,1606#,400#,7612.015,23.5099,*,,351.779,21.596,146,1.67816092,5,20,4,,5224.1,59
,233,Ra,88,10025.0624,14.2575,16793#,300#,2546.746,15.6227,5602.4194,8.7196,*,,-2891.6793,15.6228,145,1.647727273,6,19,4.56,,4234.2115,57
,233,Ac,89,10597.4517,18.4426,15350.4796,15.1605,3214.8682,13.967,3818.627,13.1091,-12053.768,19.1127,-2209.9906,13.1181,144,1.617977528,7,18,5.04,,5917.7037,55
,233,Th,90,11226.8043,1.0749,14062.7879,11.4586,3744.7638,15.5063,1812.5313,2.1566,-9054.284,9.2611,-5286.2244,7.7342,143,1.588888889,8,17,5.44,,4786.3856,53
,233,Pa,91,12077.5636,1.6619,12851.3848,13.1091,4374.5584,12.1829,-459.1205,50.9773,-8953.9837,13.1091,-5191.353,1.8061,142,1.56043956,9,16,5.76,,6528.4564,51
,233,U,92,13029.4766,3.1577,11474.6416,2.059,4908.6781,1.18,-3132.7245,54.2191,-5816.5699,2.1551,-8512#,100#,141,1.532608696,10,15,6,,5761.6522,49
,233,Np,93,13817.7917,72.2009,10053.7491,50.9546,5626.7668,50.8749,-5336#,125#,-5286.9889,51.5263,-8483.7019,53.6984,140,1.505376344,11,14,6.16,,7482#,47
,233,Pu,94,14399.3774,58.4762,8332.0582,54.2362,6416.2999,53.8516,-7241.5039,97.5152,-1846.5808,54.198,-11439#,305#,139,1.478723404,12,13,6.24,,6380.3971,45
,233,Am,95,15268#,321#,6917#,125#,7059#,53#,-9486#,259#,-1363#,152#,-11119#,231#,138,1.452631579,13,12,6.24,,8206#,43
,233,Cm,96,16119#,311#,5593.1795,84.0266,7473.4999,53.8516,*,,1643.4538,82.8185,*,,137,1.427083333,14,11,6.16,,7111#,41
,233,Bk,97,*,,4217#,380#,8166#,207#,*,,2063#,380#,*,,136,1.402061856,15,10,6,,*,39
0,234,Ra,88,9708.9621,12.4106,*,,2336#,200#,6317.6712,8.7741,*,,-2448.7262,15.5032,146,1.659090909,6,20,4.615384615,+,5474.7506,58
,234,Ac,89,10455.8646,19.1127,15809.5819,19.76,2929.5101,15.4278,4502.3246,14.5599,-11367.8289,24.039,-1961.7659,14.0448,145,1.629213483,7,19,5.115384615,,4538.1609,56
,234,Th,90,10976.3879,2.5727,14461.9393,9.5102,3671.7365,10.6168,2467.9987,2.4371,-11010.0747,8.9838,-4947.7703,2.5322,144,1.6,8,18,5.538461538,+,6190.0023,54
,234,Pa,91,11750.3149,8.5805,13393.4953,13.6685,4075.5678,16.3561,384.0643,9.2319,-8258.1386,13.6685,-4651.5592,4.4539,143,1.571428571,9,17,5.884615385,,5221.8585,52
,234,U,92,12607.1219,1.5743,11879.6926,0.9222,4857.5319,0.6763,-2205.0269,6.8103,-7875.654,0.9261,-7874.8895,50.972,142,1.543478261,10,16,6.153846154,+,6845.4697,50
,234,Np,93,13547#,100#,10569.6852,11.2642,5356.3467,8.8129,-4507#,160#,-4823.5758,8.3613,-8168.348,54.8204,141,1.516129032,11,15,6.346153846,,6065.0433,48
,234,Pu,94,14153.5644,18.1525,8837.4011,6.8956,6310.0537,5.0871,-6372.4246,18.3318,-3858.0958,7.0815,-11006#,114#,140,1.489361702,12,14,6.461538462,+,7773.1673,46
,234,Am,95,15101#,340#,7476#,188#,6800#,150#,-8934#,221#,-776#,168#,-10903#,179#,139,1.463157895,13,13,6.5,,6895#,44
,234,Cm,96,15753#,202#,6216.4458,23.9613,7365.3254,9.1001,*,,-618.3957,56.7842,-14120#,233#,138,1.4375,14,12,6.461538462,+,8642.2466,42
,234,Bk,97,*,,4602#,337#,8098.5999,53.9638,*,,2821#,191#,*,,137,1.412371134,15,11,6.346153846,,7447#,40
0,235,Ra,88,9347#,300#,*,,2155#,424#,7112#,300#,*,,-1783#,300#,147,1.670454545,6,21,4.666666667,,3872#,59
,235,Ac,89,10093.5134,19.1127,16140.8344,24.039,2851.6694,15.9688,5068.2594,19.76,*,,-1327.1161,14.2103,146,1.640449438,7,20,5.185185185,,5555.3525,57
,235,Th,90,10856.5248,13.1184,14894.2502,15.6228,3376.3498,17.3014,3098.9714,13.0886,-10201.8466,15.5032,-4392.4342,13.6685,145,1.611111111,8,19,5.62962963,,4666.5225,55
,235,Pa,91,11343.1458,14.0361,13597.0788,19.1127,4101.1318,19.1127,1245.8565,14.0412,-9841.2649,19.76,-3927.3768,14.018,144,1.582417582,9,18,6,,6121.2873,53
,235,U,92,12142.9649,1.9958,12390.8022,0.9059,4678.0559,0.6911,-1263.564,20.4987,-6983.1469,2.4287,-7107.3413,8.3237,143,1.554347826,10,17,6.296296296,,5297.4952,51
,235,Np,93,13048.1227,50.9725,11024.3083,1.1662,5193.7905,1.472,-3581.5579,52.7848,-6584.7967,4.0835,-7378.2602,6.8573,142,1.52688172,11,16,6.518518519,,6983.0794,49
,235,Pu,94,14012.1253,57.9272,9314.7069,20.5905,5951.4789,20.3469,-5831#,104#,-3251.5841,20.4992,-10351#,161#,141,1.5,12,15,6.666666667,,6238.958,47
,235,Am,95,14803#,126#,7901.8708,73.3619,6575.9999,13,-8145#,404#,-2619.1745,53.4332,-10169.1269,55.4591,140,1.473684211,13,14,6.740740741,,7908#,45
,235,Cm,96,15422#,131#,6616#,116#,7280#,100#,*,,375#,103#,-13453#,184#,139,1.447916667,14,13,6.740740741,,6780#,43
,235,Bk,97,16144#,463#,5093#,416#,7935#,500#,*,,1020#,431#,*,,138,1.422680412,15,12,6.666666667,,8697#,41
0,236,Ac,89,9762.833,40.6669,*,,2723.2474,40.6669,5887.0427,40.6669,*,,-868.0742,40.3564,147,1.651685393,7,21,5.25,,4207.4805,58
,236,Th,90,10500.3917,14.2103,15253.3688,16.2945,3333.3314,16.7023,3810.6206,14.0166,-12163#,300#,-4105.0162,19.76,146,1.622222222,8,20,5.714285714,+,5833.8692,56
,236,Pa,91,11147.5511,14.5599,14085.1817,19.76,3754.616,19.1127,1955.8613,52.3214,-9312.1763,19.76,-3656.1455,14.0169,145,1.593406593,9,19,6.107142857,,5026.2638,54
,236,U,92,11843.0136,0.3332,12746.3183,2.4204,4572.9562,0.8731,-456.9263,1.6332,-8862.1429,13.0883,-6669.7803,0.8894,144,1.565217391,10,18,6.428571429,+,6545.5184,52
,236,Np,93,12719.3481,51.0954,11538.7184,50.5716,5006.629,50.9333,-2662#,129#,-6199.7782,52.3214,-6875.5708,54.4139,143,1.537634409,11,17,6.678571429,,5736.2687,50
,236,Pu,94,13591.1142,6.8961,9821.3933,1.5763,5867.1471,0.0814,-4951.3119,17.6987,-5306.2452,1.5913,-9794.412,52.7955,142,1.510638298,12,16,6.857142857,+,7352.1562,48
,236,Am,95,14564#,199#,8492#,119#,6256.1999,64.0312,-7501#,380#,-2291#,119#,-10044#,157#,141,1.484210526,13,15,6.964285714,,6655#,46
,236,Cm,96,15012.2269,24.4952,7075.1083,18.8516,7066.9897,5.0864,*,,-1618.4973,27.0476,-12989#,401#,140,1.458333333,14,14,7,+,8232#,44
,236,Bk,97,15996#,392#,5498#,394#,7697#,200#,*,,1628#,364#,*,,139,1.432989691,15,13,6.964285714,,7300#,42
0,237,Ac,89,9480#,400#,*,,2675#,400#,6493#,400#,*,,-306#,400#,148,1.662921348,7,22,5.310344828,,5272#,59
,237,Th,90,10205.2927,20.514,15753#,300#,3196.1195,18.0212,4564.9641,15.881,*,,-3450.1758,21.1184,147,1.633333333,8,21,5.793103448,,4371.4235,57
,237,Pa,91,10903.9133,19.1127,14407.4787,19.1127,3794.6703,18.4426,2656.0243,13.0889,-10982.3452,40.3564,-2988.2765,13.0883,146,1.604395604,9,20,6.206896552,,5877.6495,55
,237,U,92,11671.2854,0.5268,13205.5628,13.0962,4233.5748,0.9911,298.4708,1.3843,-8154.0406,14.024,-6059.2786,50.4173,145,1.576086957,10,19,6.551724138,,5125.7669,53
,237,Np,93,12314.0811,0.9124,11995.2436,14.0172,4957.273,0.7363,-1698#,59#,-7751.3267,14.0172,-6101.227,1.6407,144,1.548387097,11,18,6.827586207,,6577.8124,51
,237,Pu,94,13233.3202,20.5405,10405.0622,1.3239,5747.6353,2.2559,-4155.4891,74.4156,-4641.8908,1.3073,-9020#,119#,143,1.521276596,12,17,7.034482759,,5881.164,49
,237,Am,95,14198#,79#,9051#,59#,6196#,30#,-6640#,238#,-4097#,78#,-9354#,62#,142,1.494736842,13,16,7.172413793,,7542#,47
,237,Cm,96,14909#,127#,7513.1371,77.1723,6770.3999,50.9902,-8691.1039,122.5121,-943.3279,74.4139,-12366#,368#,141,1.46875,14,15,7.24137931,,6676.9869,45
,237,Bk,97,15703#,462#,5993#,236#,7500#,200#,*,,-120#,259#,*,,140,1.443298969,15,14,7.24137931,,8403#,43
,237,Cf,98,*,,4653#,141#,8219.9999,53.8516,*,,2796.464,98.918,*,,139,1.418367347,16,13,7.172413793,,*,41
0,238,Th,90,9873#,284#,*,,3169#,283#,5217#,283#,*,,-3074#,284#,148,1.644444444,8,22,5.866666667,+,5501#,58
,238,Pa,91,10582.5478,21.1184,14904.8966,41.3441,3627.9328,21.1184,3439.4459,15.8762,-10415#,400#,-2567.4079,15.881,147,1.615384615,9,21,6.3,,4704.8984,56
,238,U,92,11279.4859,1.1755,13525.4126,14.0519,4269.8581,2.1157,1144.5839,1.2169,-9936.3361,15.9056,-5635.1852,1.1838,146,1.586956522,10,20,6.666666667,+,6153.719,54
,238,Np,93,12066.1324,50.4158,12457.2997,14.0186,4690.8116,3.9971,-966.824,58.9018,-7361.9972,13.0904,-5708.383,1.3098,145,1.559139785,11,19,6.966666667,,5488.32,52
,238,Pu,94,12880.9961,1.5888,10859.3759,0.3603,5593.2729,0.1927,-3282.055,12.2417,-6515.9559,0.5829,-8478#,59#,144,1.531914894,12,18,7.2,+,6999.8321,50
,238,Am,95,13762#,133#,9534.6143,77.529,6041.6999,58.3095,-5795#,263#,-3739.1489,58.9015,-8897.048,94.8961,143,1.505263158,13,17,7.366666667,,6220#,48
,238,Cm,96,14550.2531,21.4205,8034.2471,12.2886,6670.301,10.1712,-7832#,298#,-2935.4301,12.3086,-11836#,231#,142,1.479166667,14,16,7.466666667,+,7873.2662,46
,238,Bk,97,15468#,442#,6402#,282#,7330#,200#,*,,358#,263#,-11793#,274#,141,1.453608247,15,15,7.5,,7065#,44
,238,Cf,98,*,,5153#,299#,8130#,299#,*,,741#,307#,*,,140,1.428571429,16,14,7.466666667,+,8732#,42
0,239,Th,90,9598#,400#,*,,2945#,500#,5927#,400#,*,,-2466#,400#,149,1.655555556,8,23,5.935483871,,4096#,59
,239,Pa,91,10333#,196#,15261#,445#,3555#,196#,4026#,196#,*,,-2042#,196#,148,1.626373626,9,22,6.387096774,,5628#,57
,239,U,92,10960.1012,1.2723,13960.3713,15.9065,4129.9984,13.1271,1984.4482,1.1995,-9241#,283#,-4953.2474,1.2128,147,1.597826087,10,21,6.774193548,,4806.3822,55
,239,Np,93,11703.2307,0.9736,12794.561,13.1066,4597.1881,14.0337,-79.3554,1.9028,-8872.0096,15.8895,-4923.4616,0.977,146,1.569892473,11,20,7.096774194,,6214.9108,53
,239,Pu,94,12646.0786,1.3191,11379.8554,0.5208,5244.5216,0.2066,-2558.7424,150.0674,-6008.4834,1.1871,-7904.5197,58.9009,145,1.542553191,12,19,7.35483871,,5646.2465,51
,239,Am,95,13322#,59#,10059.1814,1.683,5922.3999,1.4142,-4859#,207#,-5353.2084,1.6948,-8126.1613,12.3481,144,1.515789474,13,18,7.548387097,,7102.3794,49
,239,Cm,96,14242.8253,167.4979,8522.6422,150.073,6539.6999,148.6607,-7055#,192#,-2305.1571,150.0675,-11141#,297#,143,1.489583333,14,17,7.677419355,,6369.5591,47
,239,Bk,97,15103#,310#,6898#,215#,7200#,200#,-9381#,364#,-1461#,215#,-11099#,363#,142,1.463917526,15,16,7.741935484,,8038#,45
,239,Cf,98,15879#,154#,5623#,141#,7763.4507,62.5174,*,,1468#,121#,*,,141,1.43877551,16,15,7.741935484,,7147#,43
,239,Es,99,*,,4157#,378#,8435#,500#,*,,2125#,394#,*,,140,1.414141414,17,14,7.677419355,,*,41
0,240,Pa,91,10026#,201#,*,,3364#,204#,4694#,201#,*,,-1634#,200#,149,1.637362637,9,23,6.46875,,4398#,58
,240,U,92,10734.871,2.8537,14387#,283#,4035.3789,14.2038,2590.178,2.688,-11073#,400#,-4666.8254,2.7866,148,1.608695652,10,22,6.875,+,5928.4888,56
,240,Np,93,11281.0047,17.0174,13155.7565,23.256,4557.358,22.0297,806.1193,21.9003,-8310#,196#,-4343.309,17.0163,147,1.580645161,11,21,7.21875,,5066.0939,54
,240,Pu,94,12180.4651,0.3567,11760.355,1.167,5255.8215,0.1448,-1598.9029,1.7335,-7736.3198,1.1796,-7336.3588,1.6706,146,1.553191489,12,20,7.5,+,6534.2186,52
,240,Am,95,13053.948,60.4934,10522.43,13.7891,5707.1,52.2665,-4154#,151#,-5089.8662,13.821,-7708.1707,150.6996,145,1.526315789,13,19,7.71875,,5951.5686,50
,240,Cm,96,13863.6172,12.3031,9016.8682,1.6971,6397.7981,0.5997,-6264.4972,18.107,-4152.9687,1.7141,-10597#,207#,144,1.5,14,18,7.875,+,7494.058,48
,240,Bk,97,14695#,297#,7335#,161#,7199#,191#,-8561#,395#,-1015#,150#,-10609#,192#,143,1.474226804,15,17,7.96875,,6657#,46
,240,Cf,98,15431#,299#,6034.4259,21.7509,7710.9834,3.777,*,,-447.2138,151.1484,-13713#,300#,142,1.448979592,16,16,8,+,8284#,44
,240,Es,99,*,,4569#,447#,8258.7789,62.6509,*,,2687#,420#,*,,141,1.424242424,17,15,7.96875,,7476#,42
0,241,Pa,91,9740#,358#,*,,3295#,500#,5425#,316#,*,,-1046#,300#,150,1.648351648,9,24,6.545454545,,5341#,59
,241,U,92,10518#,196#,14881#,445#,3817#,196#,3242#,196#,*,,-4191#,196#,149,1.619565217,10,23,6.96969697,,4590#,57
,241,Np,93,11138.5254,100.0045,13600#,220#,4362.5759,100.8528,1380.7799,100.0001,-9984#,224#,-3881.522,100,148,1.591397849,11,22,7.333333333,,6072.4315,55
,241,Pu,94,11775.7406,0.233,12195.4948,1.1793,5140.0664,0.4784,-746.6547,1.1796,-7049.353,2.688,-6626.3122,13.7882,147,1.563829787,12,21,7.636363636,,5241.522,53
,241,Am,95,12598.6607,1.6788,10954.6114,0.9663,5637.8203,0.1199,-3046#,165#,-6670.8645,17.0158,-6861.2048,1.7413,146,1.536842105,13,20,7.878787879,,6647.0921,51
,241,Cm,96,13587.8283,150.072,9464.3919,1.2016,6185.1919,0.5717,-5625#,167#,-3712.5204,1.18,-10034#,150#,145,1.510416667,14,19,8.060606061,,6093.7702,49
,241,Bk,97,14411#,265#,7988#,165#,6986#,176#,-7913#,284#,-2818#,166#,-10079#,166#,144,1.484536082,15,18,8.181818182,,7755#,47
,241,Cf,98,15018#,206#,6398#,225#,7655#,150#,-9894#,344#,314#,167#,-12970#,402#,143,1.459183673,16,17,8.242424242,,6733#,45
,241,Es,99,15880#,379#,4934#,310#,8258.6223,16.9224,*,,940#,275#,*,,142,1.434343434,17,16,8.242424242,,8403#,43
,241,Fm,100,*,,3560#,323#,8857#,315#,*,,3943#,300#,*,,141,1.41,18,15,8.181818182,,*,41
0,242,U,92,10238#,201#,*,,3670#,200#,3903#,201#,*,,-3767#,224#,150,1.630434783,10,24,7.058823529,+,5649#,58
,242,Np,93,11041.9888,200.7234,14171#,283#,4097.9171,200.6298,1948.8627,200.0013,-9613#,361#,-3609.5572,200.0012,149,1.602150538,11,23,7.441176471,,4969.5572,56
,242,Pu,94,11551.0792,0.682,12576.5633,2.7209,4984.2282,0.986,-86.8228,0.7717,-8769#,196#,-6288.7773,0.7009,148,1.574468085,12,22,7.764705882,+,6309.5572,54
,242,Am,95,12184.7321,13.7875,11426.1574,17.0161,5588.5003,0.2537,-2284#,135#,-6136.0729,100.0002,-6305.0745,1.1727,147,1.547368421,13,21,8.029411765,,5537.64,52
,242,Cm,96,13063.1593,1.699,9899.5624,0.3658,6215.6349,0.0813,-4583.2827,12.9,-5440.3874,0.367,-9248#,165#,146,1.520833333,14,20,8.235294118,+,6969.389,50
,242,Bk,97,14055#,202#,8336#,135#,6906#,147#,-7050#,290#,-2471#,135#,-9646#,215#,145,1.494845361,15,19,8.382352941,,6300#,48
,242,Cf,98,14744.3738,22.128,6915.1826,12.958,7516.8626,4.0673,-9013#,401#,-1603.7594,12.9518,-12578#,231#,144,1.469387755,16,18,8.470588235,+,8011#,46
,242,Es,99,15567#,447#,5441#,297#,8160.1152,20.3367,*,,1532#,305#,-12490#,395#,143,1.444444444,17,17,8.5,,7163#,44
,242,Fm,100,*,,4167#,401#,8697#,499#,*,,1784#,434#,*,,142,1.42,18,16,8.470588235,+,8892#,42
0,243,U,92,9860#,358#,*,,3555#,500#,4725#,300#,*,,-3008#,361#,151,1.641304348,10,25,7.142857143,,4211#,59
,243,Np,93,10652#,105#,14512#,302#,4044#,198#,2631#,32#,*,,-2982#,32#,150,1.612903226,11,24,7.542857143,,5682#,57
,243,Pu,94,11343.1902,2.4321,13020#,196#,4756.9774,2.576,572.6257,2.6363,-8154#,201#,-5784.7703,2.4392,149,1.585106383,12,23,7.885714286,,5033.633,55
,243,Am,95,11901.9662,1.2318,11718.0521,100.0075,5439.0849,0.9304,-1514.6239,4.5548,-7530.8419,200.0047,-5700.0117,1.2458,148,1.557894737,13,22,8.171428571,,6364.3262,53
,243,Cm,96,12662.4705,1.5633,10351.1219,1.0268,6168.7999,1,-3808#,181#,-4823.9117,1.2312,-8641#,135#,147,1.53125,14,21,8.4,,5693.0815,51
,243,Bk,97,13434#,165#,8822.6483,4.3999,6874.3533,4.0671,-6057#,207#,-4067.3554,4.4011,-8768.6705,13.6221,146,1.505154639,15,20,8.571428571,,7134#,49
,243,Cf,98,14480#,246#,7290#,181#,7418#,100#,-8326#,223#,-1103#,181#,-11883#,314#,145,1.479591837,16,19,8.685714286,,6468#,47
,243,Es,99,15289#,310#,5812#,265#,8072.1077,10.1677,*,,-294#,247#,-11724#,451#,144,1.454545455,17,18,8.742857143,,8126#,45
,243,Fm,100,16047#,327#,4589#,212#,8689.1999,50.6519,*,,2640#,131#,*,,143,1.43,18,17,8.742857143,,7155#,43
0,244,Np,93,10319#,223#,*,,3805#,224#,3361#,100#,*,,-2586#,100#,151,1.623655914,11,25,7.638888889,,4637#,58
,244,Pu,94,11053.4915,2.5277,13392#,201#,4665.6077,1.0159,1354.1857,2.4925,-9963#,300#,-5440.3026,2.6458,150,1.595744681,12,24,8,+,6019.8585,56
,244,Am,95,11731.5145,1.0195,12115.6832,200.0037,5137.9904,17.0445,-834.6902,14.3915,-7216#,32#,-5374.1186,1.4333,149,1.568421053,13,23,8.305555556,,5367.1883,54
